Nutrient,Age-sex group (*: excludes pregnant or breastfeeding),N,Article_group1,Food group_level1,Article_group2,Food group_level2,Article_group3,Food group_level3,Amount,Amount_SE,L95%CI,U95%CI,Unit,Percentage,Percentage_SE,Interpretation_Notes,Food_Group_Level
Acides gras saturés,Enfants 1 à 8 ans,257,des,Poissons et fruits de mer,des,Poissons,,,0.1,0,0,0.1,g,0.4,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,50,des,Poissons et fruits de mer,des,Mollusques et crustacés,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Enfants 1 à 8 ans,2428,des,Fruits et légumes,,,,,0.3,0,0.2,0.3,g,1.3,0.1,,1
Acides gras saturés,Enfants 1 à 8 ans,2117,des,Fruits et légumes,des,Fruits,,,0.1,0,0.1,0.1,g,0.5,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,2235,des,Fruits et légumes,des,Légumes incluant pommes de terre,,,0.2,0,0.1,0.2,g,0.8,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,873,des,Fruits et légumes,des,Fruits,des,Banane,0,0,0,0,g,0.2,0,,3
Acides gras saturés,Enfants 1 à 8 ans,260,des,Fruits et légumes,des,Fruits,des,Autres fruits,0,0,0,0.1,g,0.2,0.1,,3
Acides gras saturés,Enfants 1 à 8 ans,978,des,Fruits et légumes,des,Fruits,des,Pomme,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Enfants 1 à 8 ans,830,des,Fruits et légumes,des,Fruits,des,Baies,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,47,des,Fruits et légumes,des,Fruits,des,Cerises,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,421,des,Fruits et légumes,des,Fruits,des,Agrumes,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,572,des,Fruits et légumes,des,Fruits,des,Raisins et raisins secs,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,219,des,Fruits et légumes,des,Fruits,des,Melons,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,118,des,Fruits et légumes,des,Fruits,des,Pêches et nectarines,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,133,des,Fruits et légumes,des,Fruits,des,Poires,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,94,des,Fruits et légumes,des,Fruits,des,Ananas,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,37,des,Fruits et légumes,des,Fruits,des,Prunes et pruneaux,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,1032,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes féculents,0.1,0,0.1,0.1,g,0.5,0,,3
Acides gras saturés,Enfants 1 à 8 ans,1773,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Autres légumes,0,0,0,0,g,0.2,0,,3
Acides gras saturés,Enfants 1 à 8 ans,1068,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes vert foncé,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Enfants 1 à 8 ans,875,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes jaune foncé ou orange,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,2475,des,Produits céréaliers,,,,,2,0.1,1.9,2.2,g,10.2,0.4,,1
Acides gras saturés,Enfants 1 à 8 ans,2114,des,Produits céréaliers,des,Pains,,,1,0.1,0.9,1.1,g,4.9,0.3,,2
Acides gras saturés,Enfants 1 à 8 ans,1282,des,Produits céréaliers,des,Céréales pour déjeuner,,,0.2,0,0.1,0.2,g,0.8,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,970,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,,,0.7,0.1,0.6,0.8,g,3.3,0.3,,2
Acides gras saturés,Enfants 1 à 8 ans,2037,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,,,0.2,0,0.2,0.2,g,1.1,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,805,des,Produits céréaliers,des,Pains,des,Autres produits panifiés,0.4,0,0.3,0.5,g,1.9,0.2,,3
Acides gras saturés,Enfants 1 à 8 ans,745,des,Produits céréaliers,des,Pains,des,Craquelins et biscottes,0.3,0,0.2,0.3,g,1.4,0.1,,3
Acides gras saturés,Enfants 1 à 8 ans,951,des,Produits céréaliers,des,Pains,des,Pains et petits pains blancs,0.2,0,0.2,0.2,g,1.1,0.1,,3
Acides gras saturés,Enfants 1 à 8 ans,813,des,Produits céréaliers,des,Pains,des,Pains et petits pains à grains entiers et blé entier,0.1,0,0.1,0.1,g,0.6,0,,3
Acides gras saturés,Enfants 1 à 8 ans,728,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner à grains entiers - À l'avoine et à haute teneur en fibres,0.1,0,0.1,0.1,g,0.5,0.1,,3
Acides gras saturés,Enfants 1 à 8 ans,670,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner (autre),0.1,0,0,0.1,g,0.3,0,,3
Acides gras saturés,Enfants 1 à 8 ans,317,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Barres granola,0.1,0,0.1,0.2,g,0.7,0.1,,3
Acides gras saturés,Enfants 1 à 8 ans,21,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Gâteaux,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Enfants 1 à 8 ans,26,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Brioches - beignes et autres pâtisseries,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Enfants 1 à 8 ans,834,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Pâtes alimentaires,0.1,0,0.1,0.1,g,0.6,0.1,,3
Acides gras saturés,Enfants 1 à 8 ans,1461,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Grains céréaliers et farines,0.1,0,0.1,0.1,g,0.3,0,,3
Acides gras saturés,Enfants 1 à 8 ans,654,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,du,Riz,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Enfants 1 à 8 ans,2072,de la,Viandes et volailles,,,,,2.4,0.1,2.2,2.6,g,12.2,0.5,,1
Acides gras saturés,Enfants 1 à 8 ans,1003,de la,Viandes et volailles,de la,Volaille,,,0.5,0,0.4,0.6,g,2.7,0.2,,2
Acides gras saturés,Enfants 1 à 8 ans,942,de la,Viandes et volailles,des,Viandes transformées,,,1.1,0.1,0.9,1.2,g,5.3,0.4,,2
Acides gras saturés,Enfants 1 à 8 ans,999,de la,Viandes et volailles,de la,Viande rouge,,,0.8,0.1,0.7,1,g,4.3,0.3,,2
Acides gras saturés,Enfants 1 à 8 ans,933,de la,Viandes et volailles,de la,Volaille,du,Poulet,0.5,0,0.4,0.6,g,2.6,0.2,,3
Acides gras saturés,Enfants 1 à 8 ans,86,de la,Viandes et volailles,de la,Volaille,de la,Dinde et autres volailles,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Enfants 1 à 8 ans,375,de la,Viandes et volailles,des,Viandes transformées,des,Saucisses,0.6,0.1,0.5,0.8,g,3.2,0.4,E,3
Acides gras saturés,Enfants 1 à 8 ans,513,de la,Viandes et volailles,des,Viandes transformées,des,Viandes froides,0.3,0,0.2,0.4,g,1.5,0.2,,3
Acides gras saturés,Enfants 1 à 8 ans,135,de la,Viandes et volailles,des,Viandes transformées,du,Bacon,0.1,0,0,0.1,g,0.3,0.1,,3
Acides gras saturés,Enfants 1 à 8 ans,106,de la,Viandes et volailles,des,Viandes transformées,du,Porc salé,0,0,0,0.1,g,0.2,0.1,,3
Acides gras saturés,Enfants 1 à 8 ans,779,de la,Viandes et volailles,de la,Viande rouge,du,Bœuf,0.6,0,0.5,0.7,g,3.1,0.2,,3
Acides gras saturés,Enfants 1 à 8 ans,284,de la,Viandes et volailles,de la,Viande rouge,du,Porc frais,0.2,0,0.1,0.2,g,0.9,0.1,,3
Acides gras saturés,Enfants 1 à 8 ans,43,de la,Viandes et volailles,de la,Viande rouge,de l',Agneau - veau et gibiers,0,0,0,0.1,g,0.2,0.1,,3
Acides gras saturés,Enfants 1 à 8 ans,,de la,Viandes et volailles,de la,Viande rouge,des,Abats - foies et pâtés,X,X,,,g,X,X,<10,3
Acides gras saturés,Enfants 1 à 8 ans,1789,des,Substituts de viande,,,,,0.9,0.1,0.8,1,g,4.6,0.3,,1
Acides gras saturés,Enfants 1 à 8 ans,1450,des,Substituts de viande,des,Œufs,,,0.4,0,0.4,0.5,g,2.2,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,210,des,Substituts de viande,des,Légumineuses,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Enfants 1 à 8 ans,749,des,Substituts de viande,des,Noix - graines et beurre d'arachides,,,0.4,0.1,0.3,0.5,g,2.2,0.3,E,2
Acides gras saturés,Enfants 1 à 8 ans,58,des,Substituts de viande,du,Tofu et produits sans viande,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Enfants 1 à 8 ans,45,des,Boissons et barres nutritionnelles,,,,,0,0,0,0.1,g,0.2,0.1,,1
Acides gras saturés,Enfants 1 à 8 ans,40,des,Boissons et barres nutritionnelles,des,Substituts de repas et boissons nutritionnelles,,,0,0,0,0.1,g,0.2,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,,des,Boissons et barres nutritionnelles,des,Barres nutritionnelles,,,X,X,,,g,X,X,<10,2
Acides gras saturés,Enfants 1 à 8 ans,2295,des,Soupes - sauces - Épices et autres ingrédients,,,,,0.3,0.1,0.1,0.4,g,1.4,0.4,E,1
Acides gras saturés,Enfants 1 à 8 ans,761,des,Soupes - sauces - Épices et autres ingrédients,des,Sauces et sauces brunes,,,F,F,,,g,F,F,F,2
Acides gras saturés,Enfants 1 à 8 ans,532,des,Soupes - sauces - Épices et autres ingrédients,des,Soupes,,,0,0,0,0.1,g,0.2,0,,2
Acides gras saturés,Enfants 1 à 8 ans,2205,des,Soupes - sauces - Épices et autres ingrédients,des,Épices - assaisonnements et autres ingrédients ,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Enfants 1 à 8 ans,2106,des,Confiserie - sucres et grignotines salées,,,,,2.1,0.1,1.8,2.4,g,10.5,0.6,,1
Acides gras saturés,Enfants 1 à 8 ans,1048,des,Confiserie - sucres et grignotines salées,des,Confiserie,,,0.7,0.1,0.6,0.8,g,3.4,0.3,,2
Acides gras saturés,Enfants 1 à 8 ans,497,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,,,0.8,0.1,0.6,1,g,4.1,0.4,,2
Acides gras saturés,Enfants 1 à 8 ans,615,des,Confiserie - sucres et grignotines salées,des,Grignotines salées,,,0.2,0,0.2,0.3,g,1.2,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,1642,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,,,0.4,0.1,0.2,0.5,g,1.8,0.3,E,2
Acides gras saturés,Enfants 1 à 8 ans,548,des,Confiserie - sucres et grignotines salées,des,Confiserie,du,Chocolat - bonbons et barres,0.6,0.1,0.5,0.7,g,3,0.3,E,3
Acides gras saturés,Enfants 1 à 8 ans,557,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Bonbons,0.1,0,0,0.1,g,0.3,0,,3
Acides gras saturés,Enfants 1 à 8 ans,131,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Gélatine - garnitures à dessert et poudings,0,0,0,0,g,0.2,0,,3
Acides gras saturés,Enfants 1 à 8 ans,346,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Produits laitiers glacés et analogues,0.8,0.1,0.6,1,g,4.1,0.4,,3
Acides gras saturés,Enfants 1 à 8 ans,184,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Popsicles et sorbet,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,720,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Autres sucres et sirops,0.4,0.1,0.2,0.5,g,1.8,0.3,E,3
Acides gras saturés,Enfants 1 à 8 ans,257,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Confitures - gelées et marmelades,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,1341,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Sucres,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Édulcorants,X,X,,,g,X,X,<10,3
Sodium,Population 1 an et +,186,des,Aliments pour bébés,,,,,0.3,0.1,0.1,0.5,mg,0,0,E,1
Sodium,Population 1 an et +,154,des,Aliments pour bébés,des,Produits alimentaires pour bébés,,,F,F,,,mg,F,F,F,2
Sodium,Population 1 an et +,51,des,Aliments pour bébés,des,Préparation pour nourrissons,,,0.1,0,0.1,0.2,mg,0,0,,2
Sodium,Population 1 an et +,19574,des,Boissons (excluant laits),,,,,73.4,1.8,70,76.9,mg,2.7,0.1,,1
Sodium,Population 1 an et +,3540,des,Boissons (excluant laits),de l',Alcool,,,4.7,0.2,4.2,5.1,mg,0.2,0,,2
Sodium,Population 1 an et +,12127,des,Boissons (excluant laits),du,Café et thé,,,12.6,0.5,11.6,13.6,mg,0.5,0,,2
Sodium,Population 1 an et +,103,des,Boissons (excluant laits),des,Boissons Énergisantes,,,1.5,0.3,1,2.1,mg,0.1,0,E,2
Sodium,Population 1 an et +,2096,des,Boissons (excluant laits),des,Boissons aux fruits,,,1.8,0.1,1.5,2.1,mg,0.1,0,,2
Sodium,Population 1 an et +,6617,des,Boissons (excluant laits),des,Jus de fruit,,,2.4,0.1,2.2,2.6,mg,0.1,0,,2
Sodium,Population 1 an et +,541,des,Boissons (excluant laits),des,Autres boissons,,,3.7,0.4,2.9,4.5,mg,0.1,0,,2
Sodium,Population 1 an et +,4394,des,Boissons (excluant laits),des,Boissons gazeuses,,,7.6,0.3,7,8.1,mg,0.3,0,,2
Sodium,Population 1 an et +,320,des,Boissons (excluant laits),des,Boissons pour sportifs,,,3.1,0.5,2.1,4,mg,0.1,0,,2
Sodium,Population 1 an et +,454,des,Boissons (excluant laits),des,Jus de tomates et de légumes,,,11.9,1.3,9.4,14.5,mg,0.4,0,,2
Sodium,Population 1 an et +,82,des,Boissons (excluant laits),de l',Eau vitaminée,,,0,0,0,0,mg,0,0,,2
Sodium,Population 1 an et +,18272,des,Boissons (excluant laits),de l',Eau,,,24.1,0.4,23.2,25,mg,0.9,0,,2
Sodium,Population 1 an et +,9217,des,Boissons (excluant laits),du,Café et thé,du,Café,6.8,0.2,6.3,7.3,mg,0.3,0,,3
Sodium,Population 1 an et +,5357,des,Boissons (excluant laits),du,Café et thé,du,Thé,5.8,0.5,4.8,6.7,mg,0.2,0,,3
Sodium,Population 1 an et +,18629,des,Produits laitiers et Boissons à base de plantes,,,,,348,6.6,335.1,360.9,mg,12.9,0.2,,1
Sodium,Population 1 an et +,11627,des,Produits laitiers et Boissons à base de plantes,des,Fromages,,,239.1,6,227.3,250.8,mg,8.9,0.2,,2
Sodium,Population 1 an et +,17005,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,,,96.9,1.6,93.7,100.1,mg,3.6,0.1,,2
Sodium,Population 1 an et +,4392,des,Produits laitiers et Boissons à base de plantes,des,Yogourts,,,12,0.4,11.2,12.9,mg,0.4,0,,2
Sodium,Population 1 an et +,12441,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 2%,46.3,1,44.3,48.4,mg,1.7,0,,3
Sodium,Population 1 an et +,6481,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 1%,20.6,0.8,19,22.2,mg,0.8,0,,3
Sodium,Population 1 an et +,5835,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait entier,13.2,0.8,11.6,14.8,mg,0.5,0,,3
Sodium,Population 1 an et +,6026,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait écrémé,6.7,0.4,6,7.4,mg,0.3,0,,3
Sodium,Population 1 an et +,4411,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,de la,Crème et autres types de lait,4.6,0.3,4,5.2,mg,0.2,0,,3
Sodium,Population 1 an et +,814,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,des,Boissons à base de plantes,5.4,0.5,4.5,6.3,mg,0.2,0,,3
Sodium,Population 1 an et +,18258,des,Graisses et huiles,,,,,114.1,2.4,109.5,118.7,mg,4.2,0.1,,1
Sodium,Population 1 an et +,944,des,Graisses et huiles,des,Graisses animales,,,1.7,0.4,0.9,2.6,mg,0.1,0,E,2
Sodium,Population 1 an et +,5492,des,Graisses et huiles,du,Beurre,,,18.6,0.8,17,20.2,mg,0.7,0,,2
Sodium,Population 1 an et +,10649,des,Graisses et huiles,des,Margarines,,,35.3,0.9,33.6,37,mg,1.3,0,,2
Sodium,Population 1 an et +,6743,des,Graisses et huiles,des,Sauces pour salade,,,58.4,1.9,54.6,62.2,mg,2.2,0.1,,2
Sodium,Population 1 an et +,7605,des,Graisses et huiles,du,Shortening,,,0,0,0,0,mg,0,0,,2
Sodium,Population 1 an et +,10208,des,Graisses et huiles,des,Huiles végétales,,,0,0,0,0,mg,0,0,,2
Sodium,Population 1 an et +,3197,des,Poissons et fruits de mer,,,,,45,2.8,39.6,50.4,mg,1.7,0.1,,1
Sodium,Population 1 an et +,2522,des,Poissons et fruits de mer,des,Poissons,,,26.6,2.2,22.3,31,mg,1,0.1,,2
Sodium,Population 1 an et +,924,des,Poissons et fruits de mer,des,Mollusques et crustacés,,,18.4,1.5,15.4,21.4,mg,0.7,0.1,,2
Sodium,Population 1 an et +,18937,des,Fruits et légumes,,,,,190.1,4.9,180.3,199.8,mg,7.1,0.2,,1
Sodium,Population 1 an et +,13689,des,Fruits et légumes,des,Fruits,,,2.7,0.1,2.6,2.9,mg,0.1,0,,2
Sodium,Population 1 an et +,18039,des,Fruits et légumes,des,Légumes incluant pommes de terre,,,187.3,5,177.6,197.1,mg,7,0.2,,2
Sodium,Population 1 an et +,5026,des,Fruits et légumes,des,Fruits,des,Pomme,0.5,0,0.4,0.5,mg,0,0,,3
Sodium,Population 1 an et +,5308,des,Fruits et légumes,des,Fruits,des,Banane,0.3,0,0.3,0.3,mg,0,0,,3
Sodium,Population 1 an et +,4326,des,Fruits et légumes,des,Fruits,des,Baies,0.2,0,0.2,0.3,mg,0,0,,3
Sodium,Population 1 an et +,513,des,Fruits et légumes,des,Fruits,des,Cerises,0,0,0,0,mg,0,0,,3
Sodium,Population 1 an et +,3372,des,Fruits et légumes,des,Fruits,des,Agrumes,0.2,0,0.2,0.2,mg,0,0,,3
Sodium,Population 1 an et +,2881,des,Fruits et légumes,des,Fruits,des,Raisins et raisins secs,0.2,0,0.2,0.3,mg,0,0,,3
Sodium,Population 1 an et +,982,des,Fruits et légumes,des,Fruits,des,Melons,0.7,0.1,0.6,0.8,mg,0,0,,3
Sodium,Population 1 an et +,2103,des,Fruits et légumes,des,Fruits,des,Autres fruits,0.5,0,0.4,0.5,mg,0,0,,3
Sodium,Population 1 an et +,666,des,Fruits et légumes,des,Fruits,des,Pêches et nectarines,0,0,0,0,mg,0,0,,3
Sodium,Population 1 an et +,722,des,Fruits et légumes,des,Fruits,des,Poires,0.1,0,0.1,0.1,mg,0,0,,3
Sodium,Population 1 an et +,847,des,Fruits et légumes,des,Fruits,des,Ananas,0,0,0,0,mg,0,0,,3
Sodium,Population 1 an et +,315,des,Fruits et légumes,des,Fruits,des,Prunes et pruneaux,0,0,0,0,mg,0,0,,3
Sodium,Population 1 an et +,6386,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes en conserve,87.7,3.6,80.7,94.8,mg,3.3,0.1,,3
Sodium,Population 1 an et +,2414,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Pommes de terre frites et mélanges de pommes de terre,40.6,2.1,36.5,44.8,mg,1.5,0.1,,3
Sodium,Population 1 an et +,17053,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes frais et surgelés,29,0.6,27.8,30.2,mg,1.1,0,,3
Sodium,Population 1 an et +,2923,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes marinés,29.9,2.7,24.7,35.2,mg,1.1,0.1,,3
Sodium,Population 1 an et +,19327,des,Produits céréaliers,,,,,523.7,6.7,510.5,536.8,mg,19.5,0.2,,1
Sodium,Population 1 an et +,16168,des,Produits céréaliers,des,Pains,,,428.7,6.1,416.7,440.8,mg,15.9,0.2,,2
Sodium,Population 1 an et +,6966,des,Produits céréaliers,des,Céréales pour déjeuner,,,42.7,1.3,40.1,45.2,mg,1.6,0,,2
Sodium,Population 1 an et +,5437,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,,,35.7,1.9,31.9,39.5,mg,1.3,0.1,,2
Sodium,Population 1 an et +,14820,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,,,16.6,1.3,14.1,19.1,mg,0.6,0,,2
Sodium,Population 1 an et +,8159,des,Produits céréaliers,des,Pains,des,Pains et petits pains blancs,181.5,4.7,172.2,190.7,mg,6.7,0.2,,3
Sodium,Population 1 an et +,6257,des,Produits céréaliers,des,Pains,des,Autres produits panifiés,114,3.8,106.6,121.5,mg,4.2,0.1,,3
Sodium,Population 1 an et +,5962,des,Produits céréaliers,des,Pains,des,Pains et petits pains à grains entiers et blé entier,110.5,3.3,104,116.9,mg,4.1,0.1,,3
Sodium,Population 1 an et +,2918,des,Produits céréaliers,des,Pains,des,Craquelins et biscottes,22.7,1.2,20.4,25,mg,0.8,0,,3
Sodium,Population 1 an et +,4760,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner à grains entiers - À l'avoine et à haute teneur en fibres,25.9,1.2,23.7,28.2,mg,1,0,,3
Sodium,Population 1 an et +,2573,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner (autre),16.8,0.8,15.1,18.4,mg,0.6,0,,3
Sodium,Population 1 an et +,1777,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Barres granola,7.5,0.4,6.6,8.4,mg,0.3,0,,3
Sodium,Population 1 an et +,161,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Gâteaux,1.1,0.2,0.7,1.5,mg,0,0,E,3
Sodium,Population 1 an et +,130,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Brioches - beignes et autres pâtisseries,0.9,0.2,0.6,1.3,mg,0,0,E,3
Sodium,Population 1 an et +,,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Muffins et pains éclairs,X,X,,,mg,X,X,<10,3
Sodium,Population 1 an et +,4543,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Pâtes alimentaires,14.4,1.2,12,16.8,mg,0.5,0,,3
Sodium,Population 1 an et +,4598,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,du,Riz,1.9,0.4,1.2,2.6,mg,0.1,0,E,3
Sodium,Population 1 an et +,11102,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Grains céréaliers et farines,0.3,0,0.2,0.3,mg,0,0,,3
Sodium,Population 1 an et +,16680,de la,Viandes et volailles,,,,,328.3,7.5,313.5,343.2,mg,12.2,0.2,,1
Sodium,Population 1 an et +,7748,de la,Viandes et volailles,de la,Volaille,,,37.1,1.3,34.6,39.6,mg,1.4,0,,2
Sodium,Population 1 an et +,7707,de la,Viandes et volailles,des,Viandes transformées,,,261.7,7.5,247,276.4,mg,9.7,0.3,,2
